name,url,nom_vendeur,nom_produit,version_info,source_alerte,id_alerte,title_alerte,date_publication_alerte,description_alerte,cvss,cvss_gravite,cvss_vecteur,cwe_id,epss,epss_percentile,description_tech
CVE-2023-35036,https://www.cve.org/CVERecord?id=CVE-2023-35036,Progress,MOVEit Transfer,MOVEit Cloud versions antérieures à 15.0.2.39 (test),https://www.cert.ssi.gouv.fr/alerte/CERTFR-2023-ALE-005/,CERTFR-2023-ALE-005,Synthèse sur l'exploitation d'une vulnérabilité dans MOVEit Transfer,2023-07-05T00:00:00.000000,Exécution de code arbitraire à distance,,Inconnu,,Inconnu,0.34331,0.96846,Inconnu
CVE-2023-35708,https://www.cve.org/CVERecord?id=CVE-2023-35708,Progress,MOVEit Transfer,MOVEit Transfer versions 2021.1.x antérieures à 2021.1.6 (13.1.6),https://www.cert.ssi.gouv.fr/alerte/CERTFR-2023-ALE-005/,CERTFR-2023-ALE-005,Synthèse sur l'exploitation d'une vulnérabilité dans MOVEit Transfer,2023-07-05T00:00:00.000000,Exécution de code arbitraire à distance,,Inconnu,,Inconnu,0.28841,0.96398,Inconnu
CVE-2023-35708,https://www.cve.org/CVERecord?id=CVE-2023-35708,Progress,MOVEit Transfer,MOVEit Transfer versions 2021.0.x antérieures à 2021.0.8 (13.0.8),https://www.cert.ssi.gouv.fr/alerte/CERTFR-2023-ALE-005/,CERTFR-2023-ALE-005,Synthèse sur l'exploitation d'une vulnérabilité dans MOVEit Transfer,2023-07-05T00:00:00.000000,Exécution de code arbitraire à distance,,Inconnu,,Inconnu,0.28841,0.96398,Inconnu
CVE-2023-35708,https://www.cve.org/CVERecord?id=CVE-2023-35708,Progress,MOVEit Transfer,MOVEit Cloud versions antérieures à 14.4.6.97 ou 14.0.5.45 (production),https://www.cert.ssi.gouv.fr/alerte/CERTFR-2023-ALE-005/,CERTFR-2023-ALE-005,Synthèse sur l'exploitation d'une vulnérabilité dans MOVEit Transfer,2023-07-05T00:00:00.000000,Exécution de code arbitraire à distance,,Inconnu,,Inconnu,0.28841,0.96398,Inconnu
CVE-2023-35708,https://www.cve.org/CVERecord?id=CVE-2023-35708,Progress,MOVEit Transfer,MOVEit Transfer versions antérieures à 2020.1.10 (12.1.10),https://www.cert.ssi.gouv.fr/alerte/CERTFR-2023-ALE-005/,CERTFR-2023-ALE-005,Synthèse sur l'exploitation d'une vulnérabilité dans MOVEit Transfer,2023-07-05T00:00:00.000000,Exécution de code arbitraire à distance,,Inconnu,,Inconnu,0.28841,0.96398,Inconnu
CVE-2023-35708,https://www.cve.org/CVERecord?id=CVE-2023-35708,Progress,MOVEit Transfer,MOVEit Transfer versions 2022.0.x antérieures à 2022.0.6 (14.0.6),https://www.cert.ssi.gouv.fr/alerte/CERTFR-2023-ALE-005/,CERTFR-2023-ALE-005,Synthèse sur l'exploitation d'une vulnérabilité dans MOVEit Transfer,2023-07-05T00:00:00.000000,Exécution de code arbitraire à distance,,Inconnu,,Inconnu,0.28841,0.96398,Inconnu
CVE-2023-35708,https://www.cve.org/CVERecord?id=CVE-2023-35708,Progress,MOVEit Transfer,MOVEit Transfer versions 2022.1.x antérieures à 2022.1.7 (14.1.7),https://www.cert.ssi.gouv.fr/alerte/CERTFR-2023-ALE-005/,CERTFR-2023-ALE-005,Synthèse sur l'exploitation d'une vulnérabilité dans MOVEit Transfer,2023-07-05T00:00:00.000000,Exécution de code arbitraire à distance,,Inconnu,,Inconnu,0.28841,0.96398,Inconnu
CVE-2023-35708,https://www.cve.org/CVERecord?id=CVE-2023-35708,Progress,MOVEit Transfer,MOVEit Transfer versions 2023.x antérieures à 2023.0.3 (15.0.3),https://www.cert.ssi.gouv.fr/alerte/CERTFR-2023-ALE-005/,CERTFR-2023-ALE-005,Synthèse sur l'exploitation d'une vulnérabilité dans MOVEit Transfer,2023-07-05T00:00:00.000000,Exécution de code arbitraire à distance,,Inconnu,,Inconnu,0.28841,0.96398,Inconnu
CVE-2023-35708,https://www.cve.org/CVERecord?id=CVE-2023-35708,Progress,MOVEit Transfer,MOVEit Cloud versions antérieures à 15.0.2.39 (test),https://www.cert.ssi.gouv.fr/alerte/CERTFR-2023-ALE-005/,CERTFR-2023-ALE-005,Synthèse sur l'exploitation d'une vulnérabilité dans MOVEit Transfer,2023-07-05T00:00:00.000000,Exécution de code arbitraire à distance,,Inconnu,,Inconnu,0.28841,0.96398,Inconnu
CVE-2023-36884,https://www.cve.org/CVERecord?id=CVE-2023-36884,Microsoft,Windows,Windows Server 2022,https://www.cert.ssi.gouv.fr/alerte/CERTFR-2023-ALE-006/,CERTFR-2023-ALE-006,Vulnérabilité dans les produits Microsoft,,Exécution de code arbitraire à distance,7.5,HIGH,CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:U/C:H/I:H/A:H/E:F/RL:O/RC:C,CWE-362,0.9322,0.99786,Windows Search Remote Code Execution Vulnerability
CVE-2023-36884,https://www.cve.org/CVERecord?id=CVE-2023-36884,Microsoft,Windows,Windows Server 2012,https://www.cert.ssi.gouv.fr/alerte/CERTFR-2023-ALE-006/,CERTFR-2023-ALE-006,Vulnérabilité dans les produits Microsoft,,Exécution de code arbitraire à distance,7.5,HIGH,CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:U/C:H/I:H/A:H/E:F/RL:O/RC:C,CWE-362,0.9322,0.99786,Windows Search Remote Code Execution Vulnerability
CVE-2023-36884,https://www.cve.org/CVERecord?id=CVE-2023-36884,Microsoft,Windows,Windows 10 pour systèmes x64,https://www.cert.ssi.gouv.fr/alerte/CERTFR-2023-ALE-006/,CERTFR-2023-ALE-006,Vulnérabilité dans les produits Microsoft,,Exécution de code arbitraire à distance,7.5,HIGH,CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:U/C:H/I:H/A:H/E:F/RL:O/RC:C,CWE-362,0.9322,0.99786,Windows Search Remote Code Execution Vulnerability
CVE-2023-36884,https://www.cve.org/CVERecord?id=CVE-2023-36884,Microsoft,Office,Microsoft Office LTSC 2021 pour éditions 64 bits,https://www.cert.ssi.gouv.fr/alerte/CERTFR-2023-ALE-006/,CERTFR-2023-ALE-006,Vulnérabilité dans les produits Microsoft,,Exécution de code arbitraire à distance,7.5,HIGH,CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:U/C:H/I:H/A:H/E:F/RL:O/RC:C,CWE-362,0.9322,0.99786,Windows Search Remote Code Execution Vulnerability
CVE-2023-36884,https://www.cve.org/CVERecord?id=CVE-2023-36884,Microsoft,Windows,Windows 10 Version 1809 pour systèmes x64,https://www.cert.ssi.gouv.fr/alerte/CERTFR-2023-ALE-006/,CERTFR-2023-ALE-006,Vulnérabilité dans les produits Microsoft,,Exécution de code arbitraire à distance,7.5,HIGH,CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:U/C:H/I:H/A:H/E:F/RL:O/RC:C,CWE-362,0.9322,0.99786,Windows Search Remote Code Execution Vulnerability
CVE-2023-36884,https://www.cve.org/CVERecord?id=CVE-2023-36884,Microsoft,Windows,Windows Server 2019 (Server Core installation),https://www.cert.ssi.gouv.fr/alerte/CERTFR-2023-ALE-006/,CERTFR-2023-ALE-006,Vulnérabilité dans les produits Microsoft,,Exécution de code arbitraire à distance,7.5,HIGH,CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:U/C:H/I:H/A:H/E:F/RL:O/RC:C,CWE-362,0.9322,0.99786,Windows Search Remote Code Execution Vulnerability
CVE-2023-36884,https://www.cve.org/CVERecord?id=CVE-2023-36884,Microsoft,Windows,Windows Server 2019,https://www.cert.ssi.gouv.fr/alerte/CERTFR-2023-ALE-006/,CERTFR-2023-ALE-006,Vulnérabilité dans les produits Microsoft,,Exécution de code arbitraire à distance,7.5,HIGH,CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:U/C:H/I:H/A:H/E:F/RL:O/RC:C,CWE-362,0.9322,0.99786,Windows Search Remote Code Execution Vulnerability
CVE-2023-36884,https://www.cve.org/CVERecord?id=CVE-2023-36884,Microsoft,Windows,Windows Server 2012 R2,https://www.cert.ssi.gouv.fr/alerte/CERTFR-2023-ALE-006/,CERTFR-2023-ALE-006,Vulnérabilité dans les produits Microsoft,,Exécution de code arbitraire à distance,7.5,HIGH,CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:U/C:H/I:H/A:H/E:F/RL:O/RC:C,CWE-362,0.9322,0.99786,Windows Search Remote Code Execution Vulnerability
CVE-2023-36884,https://www.cve.org/CVERecord?id=CVE-2023-36884,Microsoft,Windows,Windows Server 2022 (Server Core installation),https://www.cert.ssi.gouv.fr/alerte/CERTFR-2023-ALE-006/,CERTFR-2023-ALE-006,Vulnérabilité dans les produits Microsoft,,Exécution de code arbitraire à distance,7.5,HIGH,CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:U/C:H/I:H/A:H/E:F/RL:O/RC:C,CWE-362,0.9322,0.99786,Windows Search Remote Code Execution Vulnerability
CVE-2023-36884,https://www.cve.org/CVERecord?id=CVE-2023-36884,Microsoft,Windows,Windows 10 Version 1607 pour systèmes 32 bits,https://www.cert.ssi.gouv.fr/alerte/CERTFR-2023-ALE-006/,CERTFR-2023-ALE-006,Vulnérabilité dans les produits Microsoft,,Exécution de code arbitraire à distance,7.5,HIGH,CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:U/C:H/I:H/A:H/E:F/RL:O/RC:C,CWE-362,0.9322,0.99786,Windows Search Remote Code Execution Vulnerability
CVE-2023-36884,https://www.cve.org/CVERecord?id=CVE-2023-36884,Microsoft,Windows,Windows 10 Version 21H2 pour systèmes ARM64,https://www.cert.ssi.gouv.fr/alerte/CERTFR-2023-ALE-006/,CERTFR-2023-ALE-006,Vulnérabilité dans les produits Microsoft,,Exécution de code arbitraire à distance,7.5,HIGH,CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:U/C:H/I:H/A:H/E:F/RL:O/RC:C,CWE-362,0.9322,0.99786,Windows Search Remote Code Execution Vulnerability
CVE-2023-36884,https://www.cve.org/CVERecord?id=CVE-2023-36884,Microsoft,Office,Microsoft Office LTSC 2021 pour éditions 32 bits,https://www.cert.ssi.gouv.fr/alerte/CERTFR-2023-ALE-006/,CERTFR-2023-ALE-006,Vulnérabilité dans les produits Microsoft,,Exécution de code arbitraire à distance,7.5,HIGH,CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:U/C:H/I:H/A:H/E:F/RL:O/RC:C,CWE-362,0.9322,0.99786,Windows Search Remote Code Execution Vulnerability
CVE-2023-36884,https://www.cve.org/CVERecord?id=CVE-2023-36884,Microsoft,Windows,Windows Server 2008 pour systèmes x64 Service Pack 2,https://www.cert.ssi.gouv.fr/alerte/CERTFR-2023-ALE-006/,CERTFR-2023-ALE-006,Vulnérabilité dans les produits Microsoft,,Exécution de code arbitraire à distance,7.5,HIGH,CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:U/C:H/I:H/A:H/E:F/RL:O/RC:C,CWE-362,0.9322,0.99786,Windows Search Remote Code Execution Vulnerability
CVE-2023-36884,https://www.cve.org/CVERecord?id=CVE-2023-36884,Microsoft,Windows,Windows 10 Version 1809 pour systèmes ARM64,https://www.cert.ssi.gouv.fr/alerte/CERTFR-2023-ALE-006/,CERTFR-2023-ALE-006,Vulnérabilité dans les produits Microsoft,,Exécution de code arbitraire à distance,7.5,HIGH,CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:U/C:H/I:H/A:H/E:F/RL:O/RC:C,CWE-362,0.9322,0.99786,Windows Search Remote Code Execution Vulnerability
CVE-2023-36884,https://www.cve.org/CVERecord?id=CVE-2023-36884,Microsoft,Windows,Windows 10 Version 1809 pour systèmes 32 bits,https://www.cert.ssi.gouv.fr/alerte/CERTFR-2023-ALE-006/,CERTFR-2023-ALE-006,Vulnérabilité dans les produits Microsoft,,Exécution de code arbitraire à distance,7.5,HIGH,CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:U/C:H/I:H/A:H/E:F/RL:O/RC:C,CWE-362,0.9322,0.99786,Windows Search Remote Code Execution Vulnerability
CVE-2023-36884,https://www.cve.org/CVERecord?id=CVE-2023-36884,Microsoft,Windows,Windows 11 version 21H2 pour systèmes x64,https://www.cert.ssi.gouv.fr/alerte/CERTFR-2023-ALE-006/,CERTFR-2023-ALE-006,Vulnérabilité dans les produits Microsoft,,Exécution de code arbitraire à distance,7.5,HIGH,CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:U/C:H/I:H/A:H/E:F/RL:O/RC:C,CWE-362,0.9322,0.99786,Windows Search Remote Code Execution Vulnerability
CVE-2023-36884,https://www.cve.org/CVERecord?id=CVE-2023-36884,Microsoft,,Microsoft Word 2016 (édition 64 bits),https://www.cert.ssi.gouv.fr/alerte/CERTFR-2023-ALE-006/,CERTFR-2023-ALE-006,Vulnérabilité dans les produits Microsoft,,Exécution de code arbitraire à distance,7.5,HIGH,CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:U/C:H/I:H/A:H/E:F/RL:O/RC:C,CWE-362,0.9322,0.99786,Windows Search Remote Code Execution Vulnerability
CVE-2023-36884,https://www.cve.org/CVERecord?id=CVE-2023-36884,Microsoft,Office,Microsoft Office 2019 pour éditions 32 bits,https://www.cert.ssi.gouv.fr/alerte/CERTFR-2023-ALE-006/,CERTFR-2023-ALE-006,Vulnérabilité dans les produits Microsoft,,Exécution de code arbitraire à distance,7.5,HIGH,CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:U/C:H/I:H/A:H/E:F/RL:O/RC:C,CWE-362,0.9322,0.99786,Windows Search Remote Code Execution Vulnerability
CVE-2023-36884,https://www.cve.org/CVERecord?id=CVE-2023-36884,Microsoft,Windows,Windows Server 2016 (Server Core installation),https://www.cert.ssi.gouv.fr/alerte/CERTFR-2023-ALE-006/,CERTFR-2023-ALE-006,Vulnérabilité dans les produits Microsoft,,Exécution de code arbitraire à distance,7.5,HIGH,CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:U/C:H/I:H/A:H/E:F/RL:O/RC:C,CWE-362,0.9322,0.99786,Windows Search Remote Code Execution Vulnerability
CVE-2023-36884,https://www.cve.org/CVERecord?id=CVE-2023-36884,Microsoft,,Microsoft Word 2013 Service Pack 1 (éditions 64 bits),https://www.cert.ssi.gouv.fr/alerte/CERTFR-2023-ALE-006/,CERTFR-2023-ALE-006,Vulnérabilité dans les produits Microsoft,,Exécution de code arbitraire à distance,7.5,HIGH,CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:U/C:H/I:H/A:H/E:F/RL:O/RC:C,CWE-362,0.9322,0.99786,Windows Search Remote Code Execution Vulnerability
CVE-2023-36884,https://www.cve.org/CVERecord?id=CVE-2023-36884,Microsoft,Office,Microsoft Office 2019 pour éditions 64 bits,https://www.cert.ssi.gouv.fr/alerte/CERTFR-2023-ALE-006/,CERTFR-2023-ALE-006,Vulnérabilité dans les produits Microsoft,,Exécution de code arbitraire à distance,7.5,HIGH,CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:U/C:H/I:H/A:H/E:F/RL:O/RC:C,CWE-362,0.9322,0.99786,Windows Search Remote Code Execution Vulnerability
